"quality_grade","time_observed_at","taxon_geoprivacy","uuid","id","cached_votes_total","identifications_most_agree","species_guess","identifications_most_disagree","positional_accuracy","comments_count","site_id","created_time_zone","license_code","observed_time_zone","public_positional_accuracy","oauth_application_id","created_at","description","time_zone_offset","observed_on","observed_on_string","updated_at","captive","faves_count","num_identification_agreements","map_scale","uri","community_taxon_id","owners_identification_from_vision","identifications_count","obscured","num_identification_disagreements","geoprivacy","location","spam","mappable","identifications_some_agree","place_guess","result_number","id","license_code","media-URL","attribution","hidden"
"research","2024-07-26T07:13:42-06:00","open","74ff38b1-f30f-4071-8fed-ada833e40f20","232999492","0","TRUE","Clay-colored Thrush","FALSE","211","0","1","America/Costa_Rica",NA,"America/Costa_Rica","211","3","2024-07-31T18:06:44-06:00","","-06:00","2024-07-26","2024-07-26 07:13:42-06:00","2024-07-31T18:11:06-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/232999492","12720","TRUE","1","FALSE","0",NA,"10.4100229616,-84.6139714046","FALSE","TRUE","TRUE","Calle La Vista, San Ramon, Alajuela, CR","0",414026729,NA,"https://static.inaturalist.org/photos/414026729/square.jpeg","(c) silverdollarpond, all rights reserved",FALSE
"research","2024-07-26T07:13:42-06:00","open","74ff38b1-f30f-4071-8fed-ada833e40f20","232999492","0","TRUE","Clay-colored Thrush","FALSE","211","0","1","America/Costa_Rica",NA,"America/Costa_Rica","211","3","2024-07-31T18:06:44-06:00","","-06:00","2024-07-26","2024-07-26 07:13:42-06:00","2024-07-31T18:11:06-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/232999492","12720","TRUE","1","FALSE","0",NA,"10.4100229616,-84.6139714046","FALSE","TRUE","TRUE","Calle La Vista, San Ramon, Alajuela, CR","0",414027148,NA,"https://static.inaturalist.org/photos/414027148/square.jpeg","(c) silverdollarpond, all rights reserved",FALSE
"research","2024-07-26T07:11:36-06:00","open","18439705-4cff-43b1-9543-afecbf569f0f","232999106","0","TRUE","Clay-colored Thrush","FALSE","182","0","1","America/Costa_Rica",NA,"America/Costa_Rica","182","3","2024-07-31T18:03:51-06:00","","-06:00","2024-07-26","2024-07-26 07:11:36-06:00","2024-07-31T18:16:08-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/232999106","12720","TRUE","1","FALSE","0",NA,"10.4099566356,-84.6139629983","FALSE","TRUE","TRUE","Calle La Vista, San Ramon, Alajuela, CR","0",414025932,NA,"https://static.inaturalist.org/photos/414025932/square.jpeg","(c) silverdollarpond, all rights reserved",FALSE
"research","2024-07-31T18:03:35-06:00","open","792761cb-b20c-4d2c-b722-bdabdfc299d8","232999093","0","TRUE","Clay-colored Thrush","FALSE","3","0","1","America/Guatemala","cc-by-nc","America/Guatemala","3","3","2024-07-31T18:03:46-06:00","","-06:00","2024-07-31","2024-07-31 18:03:35-06:00","2024-08-01T19:00:26-06:00","FALSE","0","2",NA,"https://www.inaturalist.org/observations/232999093","12720","TRUE","2","FALSE","0",NA,"14.6203056816,-90.4665192124","FALSE","TRUE","TRUE","Guatemala City, Guatemala, GT","0",414025954,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/414025954/square.jpeg","(c) evalunacim2024, some rights reserved (CC BY-NC)",FALSE
"research","2024-07-30T14:39:00-06:00","open","bf0ee668-1fc8-4758-b292-3ab46cf814fc","232987759","0","TRUE","Mirlo Café","FALSE","202","0","2","America/Merida","cc-by-nc","America/Merida","202",NA,"2024-07-31T16:41:33-06:00","","-06:00","2024-07-30","2024/07/30 2:39 PM","2024-07-31T16:43:20-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/232987759","12720","TRUE","1","FALSE","0",NA,"21.157709,-88.1727193","FALSE","TRUE","TRUE","C. 29, Sta Rita, 97702 Tizimín, Yuc.","0",413995423,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/413995423/square.jpeg","(c) Ermilo López-Cobá, some rights reserved (CC BY-NC)",FALSE
"research","2024-07-30T14:39:00-06:00","open","bf0ee668-1fc8-4758-b292-3ab46cf814fc","232987759","0","TRUE","Mirlo Café","FALSE","202","0","2","America/Merida","cc-by-nc","America/Merida","202",NA,"2024-07-31T16:41:33-06:00","","-06:00","2024-07-30","2024/07/30 2:39 PM","2024-07-31T16:43:20-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/232987759","12720","TRUE","1","FALSE","0",NA,"21.157709,-88.1727193","FALSE","TRUE","TRUE","C. 29, Sta Rita, 97702 Tizimín, Yuc.","0",413995442,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/413995442/square.jpeg","(c) Ermilo López-Cobá, some rights reserved (CC BY-NC)",FALSE
"research","2024-06-16T11:39:00-05:00","open","dcffa426-b660-4e5c-a01b-3c4148b49749","232941593","0","TRUE","Grays Lijster","FALSE","224","0","1","America/Panama","cc-by-nc","America/Panama","224",NA,"2024-07-31T13:09:38-05:00",NA,"-05:00","2024-06-16","2024/06/16 11:39","2024-07-31T13:21:22-05:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/232941593","12720","TRUE","1","FALSE","0",NA,"8.8987755,-79.5752627","FALSE","TRUE","TRUE","Km 6 Camino A Veracruz, Panamá, Provincia de Panamá Oeste, Panama","0",413894940,"cc-by-nc-nd","https://inaturalist-open-data.s3.amazonaws.com/photos/413894940/square.jpg","(c) Eelke Snoeren, some rights reserved (CC BY-NC-ND)",FALSE
"research","2024-06-29T10:47:00-05:00","open","c32a2afe-92f6-4151-93b2-8ed32c92d5c3","232923636","0","TRUE","Turdus grayi","FALSE","61","0","2","America/Cancun","cc-by-nc","America/Cancun","61",NA,"2024-07-31T11:31:41-05:00",NA,"-05:00","2024-06-29","2024/06/29 10:47 AM","2024-08-01T15:26:10-05:00","FALSE","0","2",NA,"https://www.inaturalist.org/observations/232923636","12720","TRUE","2","FALSE","0",NA,"18.4311779738,-88.7908993938","FALSE","TRUE","TRUE","Othón P. Blanco, Q.R., México","0",413846187,NA,"https://static.inaturalist.org/photos/413846187/square.jpg","(c) Diego Barrales, all rights reserved",FALSE
"research","2024-06-29T10:47:00-05:00","open","c32a2afe-92f6-4151-93b2-8ed32c92d5c3","232923636","0","TRUE","Turdus grayi","FALSE","61","0","2","America/Cancun","cc-by-nc","America/Cancun","61",NA,"2024-07-31T11:31:41-05:00",NA,"-05:00","2024-06-29","2024/06/29 10:47 AM","2024-08-01T15:26:10-05:00","FALSE","0","2",NA,"https://www.inaturalist.org/observations/232923636","12720","TRUE","2","FALSE","0",NA,"18.4311779738,-88.7908993938","FALSE","TRUE","TRUE","Othón P. Blanco, Q.R., México","0",413846180,NA,"https://static.inaturalist.org/photos/413846180/square.jpg","(c) Diego Barrales, all rights reserved",FALSE
"research","2024-06-29T09:43:00-05:00","open","ce5b16d1-9d14-4071-9127-13116e32e661","232923625","0","TRUE","Turdus grayi","FALSE","61","0","2","America/Cancun","cc-by-nc","America/Cancun","61",NA,"2024-07-31T11:31:39-05:00",NA,"-05:00","2024-06-29","2024/06/29 9:43 AM","2024-08-01T15:26:45-05:00","FALSE","0","2",NA,"https://www.inaturalist.org/observations/232923625","12720","TRUE","2","FALSE","0",NA,"18.4267808095,-88.7854491451","FALSE","TRUE","TRUE","Othón P. Blanco, Q.R., México","0",413845758,NA,"https://static.inaturalist.org/photos/413845758/square.jpg","(c) Diego Barrales, all rights reserved",FALSE
"research","2024-06-29T09:43:00-05:00","open","ce5b16d1-9d14-4071-9127-13116e32e661","232923625","0","TRUE","Turdus grayi","FALSE","61","0","2","America/Cancun","cc-by-nc","America/Cancun","61",NA,"2024-07-31T11:31:39-05:00",NA,"-05:00","2024-06-29","2024/06/29 9:43 AM","2024-08-01T15:26:45-05:00","FALSE","0","2",NA,"https://www.inaturalist.org/observations/232923625","12720","TRUE","2","FALSE","0",NA,"18.4267808095,-88.7854491451","FALSE","TRUE","TRUE","Othón P. Blanco, Q.R., México","0",413845784,NA,"https://static.inaturalist.org/photos/413845784/square.jpg","(c) Diego Barrales, all rights reserved",FALSE
"research","2024-07-26T07:49:00-06:00","open","b56ddf5b-18f3-40ba-b884-059660a87775","232913111","0","TRUE","Mirlo Café","FALSE","205","0","1","America/Merida","cc-by-nc","America/Merida","205",NA,"2024-07-31T09:33:57-06:00","","-06:00","2024-07-26","2024/07/26 7:49 AM","2024-07-31T13:24:59-06:00","FALSE","0","2",NA,"https://www.inaturalist.org/observations/232913111","12720","TRUE","2","FALSE","0",NA,"20.9767726,-89.6572252","FALSE","TRUE","TRUE","Parque Ecológico Del Poniente, Calle 116 x67 diagonal S/N, Yucalpetén, 97238 Mérida, Yuc., México","0",413860203,NA,"https://static.inaturalist.org/photos/413860203/square.jpeg","(c) Consuelo Hernández, all rights reserved",FALSE
"research","2024-07-31T08:35:53-06:00","open","c9d95390-e29f-47c6-9f46-5d4e58122abf","232902294","0","TRUE","Mirlo Café","FALSE","5","0","17","America/Costa_Rica","cc-by-nc","America/Costa_Rica","5","3","2024-07-31T08:36:02-06:00","","-06:00","2024-07-31","2024-07-31 08:35:53-06:00","2024-07-31T09:04:42-06:00","FALSE","0","3",NA,"https://www.inaturalist.org/observations/232902294","12720",NA,"3","FALSE","0",NA,"9.918068107,-84.038405154","FALSE","TRUE","TRUE","Calle 85A, San José, San José, CR","0",413839916,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/413839916/square.jpeg","(c) susanamasis, some rights reserved (CC BY-NC)",FALSE
"research","2024-07-28T14:35:00-06:00","open","171a10f0-2e9a-4a2e-9c72-0f7483d7d910","232844313","0","TRUE","Mirlo Café","FALSE","31","0","2","America/Mexico_City","cc-by-nc","America/Mexico_City","31",NA,"2024-07-30T23:34:02-06:00",NA,"-06:00","2024-07-28","2024/07/28 2:35 PM","2024-07-31T02:04:20-06:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/232844313","12720","TRUE","1","FALSE","0",NA,"18.5414336555,-95.1435794261","FALSE","TRUE","TRUE","San Andrés Tuxtla, Ver., México","0",413729815,"cc-by-nc","https://inaturalist-open-data.s3.amazonaws.com/photos/413729815/square.jpeg","(c) Daniel Bernardo Turrent Robles, some rights reserved (CC BY-NC)",FALSE
"research","2024-06-23T08:10:00-05:00","open","3e23c63f-1941-4528-a164-08c2e6d90f8e","232819284","0","TRUE","Turdus grayi","FALSE","31","0","2","America/Cancun","cc-by-nc","America/Cancun","31",NA,"2024-07-30T20:59:09-05:00",NA,"-05:00","2024-06-23","2024/06/23 8:10 AM","2024-07-30T21:30:06-05:00","FALSE","0","1",NA,"https://www.inaturalist.org/observations/232819284","12720","TRUE","1","FALSE","0",NA,"18.5055525358,-88.3187473969","FALSE","TRUE","TRUE","Aeropuerto de Chetumal, Chetumal, Q.R., México","0",413658237,NA,"https://static.inaturalist.org/photos/413658237/square.jpg","(c) Diego Barrales, all rights reserved",FALSE
